,date,open,high,close,low,volume,time,bb_bbm,bb_bbh,bb_bbl
104,9/19/2018,6335.69,6511,6386.94,6106.37,10754.09694,1537315200,6570.212,6755.938034,6384.485966
105,9/18/2018,6250.71,6384.04,6335.7,6228,6137.367942,1537228800,6556.5935,6767.460367,6345.726633
106,9/17/2018,6498,6529.75,6250.7,6207.55,9335.449777,1537142400,6540.6285,6789.874424,6291.382576
107,9/16/2018,6518.68,6521.75,6498,6323.68,3520.803553,1537056000,6537.907,6787.765934,6288.048066
108,9/15/2018,6478.05,6565,6518.68,6470,3404.117515,1536969600,6534.144,6782.777953,6285.510047
109,9/14/2018,6485.99,6580,6478.04,6378.05,7691.810536,1536883200,6530.6735,6780.402927,6280.944073
110,9/13/2018,6326,6530,6485.99,6323.64,9800.751255,1536796800,6531.6715,6780.517576,6282.825424
111,9/12/2018,6282.53,6340.94,6326,6191.1,7428.991315,1536710400,6523.0485,6787.371214,6258.725786
112,9/11/2018,6300,6405,6282.53,6176.76,7512.790943,1536624000,6508.5335,6791.549306,6225.517694
113,9/10/2018,6235.02,6375.13,6300,6221.49,7028.654532,1536537600,6493.2835,6786.547517,6200.019483
114,9/9/2018,6188,6450,6235.01,6147,6356.673808,1536451200,6475.984,6786.803717,6165.164283
115,9/8/2018,6395.01,6460,6188,6116,7581.687772,1536364800,6454.3835,6781.768333,6126.998667
116,9/7/2018,6495,6530,6395.01,6325,8369.229395,1536278400,6440.1335,6751.408552,6128.858448
117,9/6/2018,6687.96,6703.73,6495,6272.73,18836.77907,1536192000,6442.1005,6754.239145,6129.961855
118,9/5/2018,7359.99,7384,6687.96,6664.07,16381.47246,1536105600,6454.654,6784.62994,6124.67806
119,9/4/2018,7256.48,7402.5,7360,7229.94,7999.769557,1536019200,6493.5495,7006.886593,5980.212407
120,9/3/2018,7294.99,7339.52,7256.98,7192.99,6133.077252,1535932800,6521.549,7128.728299,5914.369701
121,9/2/2018,7191.07,7328.99,7295,7130,5891.969804,1535846400,6550.9325,7242.275768,5859.589232
122,9/1/2018,7015.01,7275,7191.08,7010.98,6276.185617,1535760000,6572.9865,7314.634792,5831.338208
123,8/31/2018,6983,7090.46,7015.01,6884.49,7857.298404,1535673600,6599.0815,7364.01241,5834.15059
124,8/30/2018,7030.92,7048.66,6983,6790,8327.345454,1535587200,6628.8845,7404.799638,5852.969362
125,8/29/2018,7071.01,7119,7030.9,6907.42,7712.7585,1535500800,6663.6445,7446.168067,5881.120933
126,8/28/2018,6911.9,7128,7071.01,6864.96,11880.45613,1535414400,6704.66,7482.283782,5927.036218
127,8/27/2018,6709.98,6947.6,6911.9,6654.13,7307.585235,1535328000,6725.355,7501.907398,5948.802602
128,8/26/2018,6737.52,6773,6709.98,6572,5009.102714,1535241600,6734.92,7505.745555,5964.094445
129,8/25/2018,6690.88,6790,6737.52,6668,4930.166071,1535155200,6747.894,7509.669967,5986.118033
130,8/24/2018,6526.36,6725,6690.88,6451.55,7427.544607,1535068800,6758.1385,7511.009141,6005.267859
131,8/23/2018,6359.99,6568.37,6526.36,6348.69,6998.973168,1534982400,6768.1565,7502.872962,6033.440038
132,8/22/2018,6475.89,6890.65,6359.99,6250,17611.22588,1534896000,6772.0295,7497.220259,6046.838741
133,8/21/2018,6258.74,6490,6475.89,6249.12,6860.900029,1534809600,6780.824,7486.918622,6074.729378
134,8/20/2018,6489.53,6525,6258.74,6227.71,7905.423026,1534723200,6782.0105,7484.50302,6079.51798
135,8/19/2018,6396.63,6547.34,6489.53,6328.45,4472.176167,1534636800,6797.087,7459.752685,6134.421315
136,8/18/2018,6585.5,6613.23,6396.64,6312,6974.441859,1534550400,6797.1685,7459.636734,6134.700266
137,8/17/2018,6315.9,6585.5,6585.49,6290.39,10776.85437,1534464000,6801.693,7457.042276,6146.343724
138,8/16/2018,6269.01,6475.01,6315.9,6200,8976.041134,1534377600,6783.09,7470.62932,6095.55068
139,8/15/2018,6195,6636,6269.01,6189,17786.54579,1534291200,6728.5405,7397.194629,6059.886371
140,8/14/2018,6253.67,6258.32,6195.01,5900,17742.68279,1534204800,6675.442,7336.427506,6014.456494
141,8/13/2018,6316,6544.99,6253.67,6139.57,10604.12279,1534118400,6623.3755,7243.75124,6002.99976
142,8/12/2018,6236,6482,6316.01,6169.46,8324.091041,1534032000,6579.622,7155.508806,6003.735194
143,8/11/2018,6146.01,6485.76,6235.56,6003,10153.23416,1533945600,6540.6495,7098.622062,5982.676938
144,8/10/2018,6546.46,6584.8,6146.01,6015,8064.709398,1533859200,6498.8,7043.172236,5954.427764
145,8/9/2018,6282.5,6633.21,6546.45,6177.51,13980.70056,1533772800,6474.5775,6962.247712,5986.907288
146,8/8/2018,6718.22,6718.22,6282.5,6121.04,22145.35061,1533686400,6435.152,6844.831343,6025.472657
147,8/7/2018,6938,7152,6718.22,6647.07,11165.14163,1533600000,6425.468,6796.991636,6053.944364
